,Unnamed: 0,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,lat,lng,tweet,urls,hashtags,language,mentions,photos,replies_count,retweets_count,likes_count,cashtags,link,retweet,quote_url,video,thumbnail,sentiment
2796,2796,17875665392048350,-7943909199227015279,2020-12-24 16:40:25,2020-12-24 00:00:00,16:40:25,,229013223,newyorkbloodcenter,,,,,"And to you, too!  Thanks for the lives you save <3",[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.6
8115,4456,17875683790341248,4817930698980539940,2019-04-11 13:27:47,2019-04-11 00:00:00,13:27:47,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #volunteering #volunteer",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'volunteering', 'volunteer']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
5484,1825,18114133348173372,7243893229964270441,2020-12-27 00:39:08,2020-12-27 00:00:00,00:39:08,,229013223,newyorkbloodcenter,,,,,"pimawest, Thank you for the mention and for the lives you save. See you in the New Year at Saint John the Divine!",[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.17045454545454544
8485,4826,18064244029037220,2823064270089188123,2019-05-08 19:27:07,2019-05-08 00:00:00,19:27:07,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8479,4820,18008463685212800,2746068314216538846,2019-06-17 20:14:24,2019-06-17 00:00:00,20:14:24,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8477,4818,18051604933155828,3293474227345003837,2019-07-29 15:59:07,2019-07-29 00:00:00,15:59:07,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors #zombie #zombies",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors', 'zombie', 'zombies']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8475,4816,18060301576187640,3293474227345003837,2019-08-01 13:25:18,2019-08-01 00:00:00,13:25:18,,229013223,newyorkbloodcenter,,,,,"@joe_francavilla We absolutely understand your frustration and strive to treat every blood donor with fairness, equality and respect. Please know that this rule is not exclusive to this blood center. We must adhere to FDA guidelines at all times for both donor and patient safety. All U.S. blood centers must follow this federal requirement. You can learn more about the regulation here bit.ly/FDA_Deferral and more about the revision of FDA recommendations here bit.ly/FDA_RecommendedRevisions",[],[],,[],,1,0,0,[],https://instagram.com,True,,0,,0.275
8472,4813,18058953517101596,6838790678013234885,2019-06-14 14:49:10,2019-06-14 00:00:00,14:49:10,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #🗽 #newyorkgram",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'newyorkgram']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
6683,3024,17846957642068444,1935676761021854563,2020-04-24 14:18:48,2020-04-24 00:00:00,14:18:48,,229013223,newyorkbloodcenter,,,,,"Thank you for supporting our mission, and encouraging our communities to #donatecovidplasma 💪🩸",[],['donatecovidplasma'],,[],,0,0,0,[],https://instagram.com,True,,0,,0.25
5512,1853,18132246844146460,-1022468183063355771,2021-01-02 13:27:31,2021-01-02 00:00:00,13:27:31,,229013223,newyorkbloodcenter,,,,,Edward thank you....a safe and healthy New Year to you and your family!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.39015151515151514
7457,3798,18052266253163516,542985811828997938,2019-08-12 14:31:24,2019-08-12 00:00:00,14:31:24,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8464,4805,17859705271393700,9189795191822774214,2019-05-13 21:12:11,2019-05-13 00:00:00,21:12:11,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8133,4474,18022099075227096,7967557286956710438,2019-09-24 20:01:56,2019-09-24 00:00:00,20:01:56,,229013223,newyorkbloodcenter,,116190276422269.0,,,Thank you Bailey & Charlie! 2 paws way up for you 🐾 ♥️,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8451,4792,17855319568512296,584493849249549385,2019-08-24 15:08:36,2019-08-24 00:00:00,15:08:36,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7463,3804,17882306461325172,6564133538747046223,2019-04-09 16:36:03,2019-04-09 00:00:00,16:36:03,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #volunteering #volunteer",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'volunteering', 'volunteer']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7837,4178,18052810759119748,3117045436493444234,2019-05-31 15:08:34,2019-05-31 00:00:00,15:08:34,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #newyorkcity",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'newyorkcity']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7822,4163,17878506961371966,1367427373785866724,2019-06-04 09:36:14,2019-06-04 00:00:00,09:36:14,,229013223,newyorkbloodcenter,,212988663.0,40.7142,-74.0064,Thanks to all the life savers at @halstead and good luck at your drive today!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.5375
8300,4641,17844193615492620,2573836919720184326,2019-06-19 15:17:35,2019-06-19 00:00:00,15:17:35,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #bloodbank #bloodcenter #bloodcollection #donatingblood #save3lives #givebloodsavelives #blooddonorrecruitment #blooddonors #🗽",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'bloodbank', 'bloodcenter', 'bloodcollection', 'donatingblood', 'save3lives', 'givebloodsavelives', 'blooddonorrecruitment', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7775,4116,17978875057300820,1362737780146813662,2019-08-01 17:31:50,2019-08-01 00:00:00,17:31:50,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7544,3885,17955887428311796,-8273588838891850713,2020-03-22 00:02:40,2020-03-22 00:00:00,00:02:40,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors #covid19 #coronavirus",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors', 'covid19', 'coronavirus']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7556,3897,17861899075746466,-5550679265709141471,2020-03-26 16:06:41,2020-03-26 00:00:00,16:06:41,,229013223,newyorkbloodcenter,,,,,@todayshow #unsungheroes,[],['unsungheroes'],,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7561,3902,17847014090022276,3887514693767522402,2020-03-26 16:06:28,2020-03-26 00:00:00,16:06:28,,229013223,newyorkbloodcenter,,,,,@todayshow #unsungheroes,[],['unsungheroes'],,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8430,4771,17867747320376652,-727843967823602648,2019-05-25 14:21:17,2019-05-25 00:00:00,14:21:17,,229013223,newyorkbloodcenter,,,,,Thank you @taraelmshenderson for helping patients and for encouraging others. Have a safe and happy holiday! 💉❤️🇺🇸,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.75
8425,4766,17975792347300332,8931637225460302746,2019-07-23 17:19:40,2019-07-23 00:00:00,17:19:40,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8422,4763,17966363782281060,8931637225460302746,2019-07-24 17:01:21,2019-07-24 00:00:00,17:01:21,,229013223,newyorkbloodcenter,,,,,@ursulahemard please go to nybc.org for questions on eligibility!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7677,4018,17849586634524698,4305586033748672327,2019-08-01 17:31:36,2019-08-01 00:00:00,17:31:36,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
7574,3915,17854051381881116,-3604003567035537112,2020-03-27 15:26:05,2020-03-27 00:00:00,15:26:05,,229013223,newyorkbloodcenter,,,,,@todayshow #unsungheroes #todayheroes,[],"['unsungheroes', 'todayheroes']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8392,4733,17849077675554348,8901336610285358968,2019-08-15 14:43:26,2019-08-15 00:00:00,14:43:26,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
5481,1822,17871162386109290,7243893229964270441,2020-12-28 12:34:21,2020-12-28 00:00:00,12:34:21,,229013223,newyorkbloodcenter,,,,,Christine thank you for saving lives with us and for the tags. Have a safe and healthy 2021!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.5625
7384,3725,18038192641146240,263648686005649926,2019-06-02 00:28:06,2019-06-02 00:00:00,00:28:06,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8380,4721,18062221798187608,8426092579801292770,2019-08-16 17:57:23,2019-08-16 00:00:00,17:57:23,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8548,4889,17847395125805056,432893651987930338,2019-12-20 17:34:29,2019-12-20 00:00:00,17:34:29,,229013223,newyorkbloodcenter,,3000913.0,40.7810051908,-73.9732553804,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
14905,4384,17851128388918302,9157865521353883199,2020-03-17 09:41:42,2020-03-17 00:00:00,09:41:42,,2229216330,avisnazionale,,,,,"Gentilissima, dove ci ha scritto? Non troviamo nessun suo messaggio.",[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8539,4880,17997410878082924,1421980841267225811,2019-01-07 19:14:46,2019-01-07 00:00:00,19:14:46,,229013223,newyorkbloodcenter,,,,,"Ok: for the record...we post some fire content up in here.  Mr. Met, Santa giving platelets live, but NOTHING has appeal like the #powerofthepaw we salute you @baileydoodle and Charlie.  Glad you’re on our side!",[],['powerofthepaw'],,[],,0,0,0,[],https://instagram.com,True,,0,,0.4204545454545454
7930,4271,17842637008963162,324995706569308825,2020-01-28 14:04:24,2020-01-28 00:00:00,14:04:24,,229013223,newyorkbloodcenter,,,,,❤️🩸❤️🩸,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
1614,1614,17871162386109290,7243893229964270441,2020-12-28 12:34:21,2020-12-28 00:00:00,12:34:21,,229013223,newyorkbloodcenter,,,,,Christine thank you for saving lives with us and for the tags. Have a safe and healthy 2021!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.5625
2677,2677,18132246844146460,-1022468183063355771,2021-01-02 13:27:31,2021-01-02 00:00:00,13:27:31,,229013223,newyorkbloodcenter,,,,,Edward thank you....a safe and healthy New Year to you and your family!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.39015151515151514
3408,3408,18114133348173372,7243893229964270441,2020-12-27 00:39:08,2020-12-27 00:00:00,00:39:08,,229013223,newyorkbloodcenter,,,,,"pimawest, Thank you for the mention and for the lives you save. See you in the New Year at Saint John the Divine!",[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.17045454545454544
3405,3405,17871162386109290,7243893229964270441,2020-12-28 12:34:21,2020-12-28 00:00:00,12:34:21,,229013223,newyorkbloodcenter,,,,,Christine thank you for saving lives with us and for the tags. Have a safe and healthy 2021!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.5625
1617,1617,18114133348173372,7243893229964270441,2020-12-27 00:39:08,2020-12-27 00:00:00,00:39:08,,229013223,newyorkbloodcenter,,,,,"pimawest, Thank you for the mention and for the lives you save. See you in the New Year at Saint John the Divine!",[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.17045454545454544
2089,2089,17863362901340416,-8213762402820079451,2019-03-04 19:49:07,2019-03-04 00:00:00,19:49:07,,229013223,newyorkbloodcenter,,23743621.0,41.06895,-73.80611999999999,No way @dominilucy ! It looks like fighting cancer and helping patients. ❤️❤️❤️ Thanks 3 times!,[],[],,[],,0,0,0,[],https://instagram.com,True,,0,,0.25
7864,4205,18078806347056668,7914875198331052992,2019-06-25 12:46:48,2019-06-25 00:00:00,12:46:48,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #bloodbank #bloodcenter #bloodcollection #donatingblood #save3lives #givebloodsavelives #blooddonorrecruitment #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'bloodbank', 'bloodcenter', 'bloodcollection', 'donatingblood', 'save3lives', 'givebloodsavelives', 'blooddonorrecruitment', 'blooddonors']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8495,4836,18052993768073148,2636059449347661102,2019-04-30 12:45:14,2019-04-30 00:00:00,12:45:14,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike']",,[],,0,0,0,[],https://instagram.com,True,,0,,0.0
8556,4897,17861549044480514,-830412710932247495,2019-08-26 19:30:19,2019-08-26 00:00:00,19:30:19,,229013223,newyorkbloodcenter,,944229075.0,41.3931829646,-73.9572660588,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,1,[],https://instagram.com,True,,0,,0.0
8102,4443,17945883250232232,-6100241424266704325,2019-01-09 00:48:22,2019-01-09 00:00:00,00:48:22,,229013223,newyorkbloodcenter,,,,,Thanks @baruchpaws and good luck at your blood drive. See you there!,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.5375
9634,5975,17882029366904008,-6074206081750199709,2020-12-06 13:30:00,2020-12-06 00:00:00,13:30:00,,623927636,fidasdonatorisangue,,261780837.0,44.80153,7.820410000000001,Grazie per il tuo dono! Fondamentale per i pazienti che necessitano di terapie trasfusionali! 😊🙌,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.0
8432,4773,17853358270358286,-3228630449090073957,2019-02-24 19:15:07,2019-02-24 00:00:00,19:15:07,,229013223,newyorkbloodcenter,,,,,@piercingken our pleasure and congratulations on this important milestone! 💉🍾❤️,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.5
8368,4709,18025277182117248,-9065426109643318795,2019-03-03 20:53:14,2019-03-03 00:00:00,20:53:14,,229013223,newyorkbloodcenter,,,,,Thank You for your intentions @jose_lisa ! Your O- blood helps SO many patients. ❤️💉🗽,[],[],,[],,1,0,1,[],https://instagram.com,True,,0,,0.5
9141,5482,17855843678398678,-8665932164233575923,2021-01-09 15:49:15,2021-01-09 00:00:00,15:49:15,,623927636,fidasdonatorisangue,,,,,💓💪,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.0
8447,4788,17959368265202300,208211080156232449,2019-01-09 18:02:47,2019-01-09 00:00:00,18:02:47,,229013223,newyorkbloodcenter,,221590522.0,40.70883,-73.95779,"Indeed! No other blood drive is the mighty @duffsbrooklyn mad love for you guys...Life savers and iconic #metal heads, all. 💉💀❤️🗽 go #bk #nybloodcenter",[],"['metal', 'bk', 'nybloodcenter']",,[],,0,0,1,[],https://instagram.com,True,,0,,0.1675
7466,3807,17955792643241128,-8657118216138859664,2019-02-07 17:12:40,2019-02-07 00:00:00,17:12:40,,229013223,newyorkbloodcenter,,,,,Welcome to the Gallon Club @gypsyallie 💉❤️🌏,[],[],,[],,1,0,1,[],https://instagram.com,True,,0,,0.8
8100,4441,17850776305354628,-4939259743463956308,2019-02-17 16:29:36,2019-02-17 00:00:00,16:29:36,,229013223,newyorkbloodcenter,,8972871.0,40.79852,-73.41327,Thank you @trickyjenn - happy #presidentsdayweekend ! 💉❤️🇺🇸,[],['presidentsdayweekend'],,[],,0,0,1,[],https://instagram.com,True,,0,,1.0
8499,4840,17955197554233688,3724953341911698228,2019-02-03 17:26:22,2019-02-03 00:00:00,17:26:22,,229013223,newyorkbloodcenter,,,,,Thanks @trickyjenn !!! 💉🏈❤️,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.390625
5496,1837,17947891984404370,-768700802016393987,2020-12-29 14:56:56,2020-12-29 00:00:00,14:56:56,,229013223,newyorkbloodcenter,,,,,Edward thank you and have a safe and healthy 2021!,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.5625
8484,4825,18129475720005792,-2853333374365752214,2020-02-20 17:54:18,2020-02-20 00:00:00,17:54:18,,229013223,newyorkbloodcenter,,,,,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors @adrpgiveblood #adrp #🗽",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors', 'adrp']",,[],,0,0,1,[],https://instagram.com,True,,0,,0.0
3394,3394,17947891984404370,-768700802016393987,2020-12-29 14:56:56,2020-12-29 00:00:00,14:56:56,,229013223,newyorkbloodcenter,,,,,Edward thank you and have a safe and healthy 2021!,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.5625
8123,4464,17967236275237632,2724246401594656206,2019-03-13 14:31:59,2019-03-13 00:00:00,14:31:59,,229013223,newyorkbloodcenter,,3265678.0,40.76518,-73.95992,"Thanks @bethematch_nybc and welcome @stlbigkevnyc  to an elite, life saving, community 💉❤️🌏",[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.5
8474,4815,18070781803106360,3293474227345003837,2019-08-02 18:30:58,2019-08-02 00:00:00,18:30:58,,229013223,newyorkbloodcenter,,,,,"@joe_francavilla We do not discriminate based on sexual orientation, however there is a 12 month deferral period for male to male sex. Although we do test every single donation, there are window periods. This is why we rely on the honesty of our donors to ensure a safe blood supply for all. Globally, this is an on-going topic with blood donation research, and New York Blood Center, along with other centers around the world, are working to find solutions to support a safe blood supply including research about deferral periods. We do appreciate your desire to help, and there are other ways to support our mission. This includes volunteering, hosting a blood drive, or encouraging friends and family members.",[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.11044864226682409
7647,3988,18041619649031464,-7272552373526435684,2019-03-03 16:01:15,2019-03-03 00:00:00,16:01:15,,229013223,newyorkbloodcenter,,,,,Thanks @trickyjenn for your constant help to patients fighting cancer! 💉❤️🌏,[],[],,[],,0,0,1,[],https://instagram.com,True,,0,,0.1
8731,5072,18050638015302584,-8934258649235751679,2021-02-15 11:21:25,2021-02-15 00:00:00,11:21:25,,623927636,fidasdonatorisangue,,240726670.0,45.391757144799996,11.2792240852,"Grazie per il tuo dono: ben detto (anzi, scritto), e soprattutto ben fatto! ❣️",[],[],,[],,0,0,2,[],https://instagram.com,True,,0,,0.0
6330,2671,17905016515527172,-6232434868591408072,2020-10-28 19:29:16,2020-10-28 00:00:00,19:29:16,,229013223,newyorkbloodcenter,,212918601.0,40.7528700994,-73.9776151989,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,2,[],https://instagram.com,True,,0,,0.0
346,346,18032866939248644,-3423579192880594148,2020-04-11 23:33:36,2020-04-11 00:00:00,23:33:36,,623927636,fidasdonatorisangue,,235028734.0,46.0142,13.07,Auguri di una buona Pasqua! 😊🙏,[],[],,[],,0,0,2,[],https://instagram.com,True,,0,,0.0
3418,3418,17905016515527172,-6232434868591408072,2020-10-28 19:29:16,2020-10-28 00:00:00,19:29:16,,229013223,newyorkbloodcenter,,212918601.0,40.7528700994,-73.9776151989,"…
.
.
.
.
#newyorkbloodcenter #donateblood #blooddonor #nyc #nyclife #newyork #ny #newyorker #newyorklife #newyorklike #donateblood #giveblood #blooddonation #donatingblood #blooddonors",[],"['newyorkbloodcenter', 'donateblood', 'blooddonor', 'nyc', 'nyclife', 'newyork', 'ny', 'newyorker', 'newyorklife', 'newyorklike', 'donateblood', 'giveblood', 'blooddonation', 'donatingblood', 'blooddonors']",,[],,0,0,2,[],https://instagram.com,True,,0,,0.0
7658,3999,17970363193203832,7520447848200669427,2019-02-09 19:07:55,2019-02-09 00:00:00,19:07:55,,229013223,newyorkbloodcenter,,10592267.0,40.6295504852,-74.0284454697,"Thank you for your help to patients @piercingken - and so glad you like the card!  If you need a 2 gallon pin, email lduffy@NYBC.org and we’ll get one out to you!",[],[],,[],,1,0,3,[],https://instagram.com,True,,0,,0.78125
